Term,Original Definition,Published Definition,Publish to DevHub,Keywords,Type,Scope,Scope URL,Synonyms,Related Term,Business Context (level 1),Citations,Verified Definition,Team Source - Temp,Comments,StaticId,Name,Example,Schema Type,Schema Constraints,Breaking Change
Connected Services Glossary of Terms,The centralized repository documenting concepts in plain language for Connected Services business and technical terms. ,The centralized repository documenting concepts in plain language for Connected Services business and technical terms. ,Yes,,Data Management,Draft Data Register Standard,,,,,https://bcgov.sharepoint.com/:w:/r/teams/00108/Shared%20Documents/TM_ADR/POL%20Data%20Register%20Standard/Endorsements/Data%20Register%20Standard%20DRAFT.docx?d=w2902afec895d43408463adacd02decd3&csf=1&web=1&e=QEg5Tp,Yes,ADR,RJS 02/23: Should this be changed to Connected terms instead of Govt. datasets?,d78fc349-9944-4eb1-a478-a5dca8eb0135,connected-services-glossary-of-terms,,string,
Consent,"Consent is a voluntary agreement by an individual for their personal information to be accessed, verified or used by a government service for specified purposes such as determining or verifying eligibility for other benefits or services. ","Consent is a voluntary agreement by an individual for their personal information to be accessed, verified or used by a government service for specified purposes such as determining or verifying eligibility for other benefits or services. ",Yes,,Privacy and Security,Consent and Delegation Framework,,,,,https://bcgov.sharepoint.com/:w:/r/teams/12320-ConnectedServicesStrategicPriority/_layouts/15/Doc.aspx?sourcedoc=%7B51098F63-B69C-4575-B25C-9FA88C4CFDFA%7D&file=Consent%20and%20Delegation%20Framework%20for%20Connected%20Services.docx&action=default&mobileredirect=true,Yes,SDG,,8eb02fb4-6665-451a-8651-40daa3d9a5e0,consent,,string,
Conveyance,"A transfer of an estate or interest in land (other than by will) to a new owner through sale, lease, or other means. A transfer of title is the conveyance of an estate or interest in land in exchange for some financial consideration, typically a sale.","A transfer of an estate or interest in land (other than by will) to a new owner through sale, lease, or other means. A transfer of title is the conveyance of an estate or interest in land in exchange for some financial consideration, typically a sale.",Yes,,Business,Land Title and Survey Authority of British Columbia,https://ltsa.ca/property-owners/about-land-records/glossary/,,,PeopleInfrastructure,https://ltsa.ca/property-owners/about-land-records/glossary/,Yes,ADR,,2a494f8e-b0aa-488c-938b-263ec44bea61,conveyance,,string,
Copyright,"Copyright is an exclusive legal right to reproduce, publish and sell a work or material. Copyright encompasses a wide range of materials including: written materials, such as books, manuals, reports and computer software; visual materials such as videos, photographs, pictures, posters and maps; and audio materials such as music and voice recordings.","Copyright is an exclusive legal right to reproduce, publish and sell a work or material. Copyright encompasses a wide range of materials including: written materials, such as books, manuals, reports and computer software; visual materials such as videos, photographs, pictures, posters and maps; and audio materials such as music and voice recordings.",Yes,,Data Management,Intellectual Property Management,https://www2.gov.bc.ca/gov/content?id=96CA7A9D26024B1A9EE81637DED592B8,,,,https://www2.gov.bc.ca/gov/content/governments/services-for-government/policies-procedures/intellectual-property/frequently-asked-questions,Yes,ADR,,e04f3d1f-72f3-4de4-9e6d-03866daaa754,copyright,,string,
Corporation,"A corporation means a company, a body corporate, a body politic and corporate, an incorporated association or a society, however and wherever incorporated, but does not include a municipality or a corporation sole.","A corporation means a company, a body corporate, a body politic and corporate, an incorporated association or a society, however and wherever incorporated, but does not include a municipality or a corporation sole.",Yes,,Business,Land Title and Survey Authority of British Columbia,https://ltsa.ca/property-owners/about-land-records/glossary/,,,PeopleCorporation,https://ltsa.ca/property-owners/about-land-records/glossary/,Yes,ADR,,d35d9711-f47d-4fb4-99f1-afc54be2c143,corporation,,string,
Country,The two-letter country code of an individual's provided residential address.,The two-letter country code of an individual's provided residential address.,Yes,,Business,BC Registries and Online Services,https://www2.gov.bc.ca/gov/content?id=68646C26E4C241B09B60AE892FEEA829,,,People,"https://bcgov.sharepoint.com/:w:/r/teams/00108/Shared%20Documents/TM_ADR/UC%20DATA/DATA%20IAS/BCSC%20documents/BC%20services%20card%20-%20data%20attribute%20it%20has%20-%20PIA.docx?d=w407a76177ed24f649134baaf73c3f5d3&csf=1&web=1&e=kOpEf9
https://www2.gov.bc.ca/gov/content/governments/organizational-structure/ministries-organizations/ministries/citizens-services/bc-registries-online-services",No,ADR,,c38136a0-38dd-478b-bedc-0e52d28fb072,country,CA,string,
Credential,A verifiable claim about an actor or system used for authentication or authorization.,A verifiable claim about an actor or system used for authentication or authorization.,Yes,"Security,SDX",Privacy and Security,API Program Services,,,,,https://dpdd.atlassian.net/wiki/spaces/POSM/pages/edit-v2/1389330560,Yes,APS,,9afa0105-8a65-4d83-8826-5d58bb5c5f8e,credential,,string,
Critical System,"Any IM IT service, system, or infrastructure component that is deemed necessary by the System Owner to deliver a Mission Critical Function.","Any IM IT service, system, or infrastructure component that is deemed necessary by the System Owner to deliver a Mission Critical Function.",Yes,,Technical,Critical Systems Standard,https://www2.gov.bc.ca/assets/gov/government/services-for-government-and-broader-public-sector/information-technology-services/standards-files/510_critical_systems_standard_v30.pdf,,,,https://www2.gov.bc.ca/assets/gov/government/services-for-government-and-broader-public-sector/information-technology-services/standards-files/510_critical_systems_standard_v30.pdf,Yes,ADR,,e5355ba1-cda2-4546-82ad-c890c49f35bb,critical-system,,string,
Crown corporations,"Crown corporations are owned by the government, but operate at arm’s length from the public service and elected officials.","Crown corporations are owned by the government, but operate at arm’s length from the public service and elected officials.",Yes,,Business,Government Structure,https://www2.gov.bc.ca/gov/content?id=F024503C72F64D8380441972977188D6,,,Government,https://www2.gov.bc.ca/gov/content/governments/organizational-structure/ministries-organizations,Yes,ADR,,c702252b-5c28-4122-8a1c-1d75c0195165,crown-corporations,,string,
Crown Land,"Land owned and administered by a government, either federal or provincial. In British Columbia, Federal (Canadian) Crown land includes National Parks, Indian Reserves, federal ports and military bases. Provincial Crown land includes provincial parks and all ungranted land (wilderness) within the provincial boundaries. Most of British Columbia is Crown land.","Land owned and administered by a government, either federal or provincial. In British Columbia, Federal (Canadian) Crown land includes National Parks, Indian Reserves, federal ports and military bases. Provincial Crown land includes provincial parks and all ungranted land (wilderness) within the provincial boundaries. Most of British Columbia is Crown land.",Yes,,Business,Land Title and Survey Authority of British Columbia,https://ltsa.ca/property-owners/about-land-records/glossary/,,,PeopleGovernment,https://ltsa.ca/property-owners/about-land-records/glossary/,Yes,ADR,,47904b3d-591e-4dda-a916-92eca9bde64d,crown-land,,string,
Data,"The smallest meaningful units of recorded information generated by an organization, which gain significance when stored in a structured manner that enables them to be synthesized and interpreted.","The smallest meaningful units of recorded information generated by an organization, which gain significance when stored in a structured manner that enables them to be synthesized and interpreted.",Yes,,Data,Managing Government Information Policy,https://www2.gov.bc.ca/gov/content?id=32A530E73D344273B378A7B0B5DF2916,,,,https://www2.gov.bc.ca/gov/content?id=32A530E73D344273B378A7B0B5DF2916,Yes,Catalogue,,25a1aa5d-6787-4d26-8359-5985765edae5,data,,string,
Data Accessibility,"The ability for authorized users to easily find, retrieve, and use data when they need it, supported by appropriate permissions, usable formats, documentation, and interoperability that allows data to work across systems and contexts.","The ability for authorized users to easily find, retrieve, and use data when they need it, supported by appropriate permissions, usable formats, documentation, and interoperability that allows data to work across systems and contexts.",Yes,,Data,Draft Data Register Standard,,,,,https://bcgov.sharepoint.com/:w:/r/teams/00108/Shared%20Documents/TM_ADR/POL%20Data%20Register%20Standard/Endorsements/Data%20Register%20Standard%20DRAFT.docx?d=w2902afec895d43408463adacd02decd3&csf=1&web=1&e=QEg5Tp,Yes,ADR,,94c48891-3cd9-4fd3-879d-f4de839281eb,data-accessibility,,string,
Data Catalogue,"A data catalogue is a listing of data in an organization (e.g., B.C. Data Catalogue) that is designed to help data users quickly find appropriate data for any analytical or business purpose.","A data catalogue is a listing of data in an organization (e.g., B.C. Data Catalogue) that is designed to help data users quickly find appropriate data for any analytical or business purpose.",Yes,,Data Management,Data Management Policy,https://www2.gov.bc.ca/gov/content?id=706EBC0C26B146EBB8641813DB32946B,,,,https://www2.gov.bc.ca/gov/content?id=706EBC0C26B146EBB8641813DB32946B,Yes,Catalogue,,e7987f53-0df6-471c-8202-6db5eda53fd4,data-catalogue,,string,
Data Consumer,"A Data Consumer, in the context of B.C. Data Catalogue, is an individual or group that uses the B.C. Data Catalogue to search for and access datasets. Data Consumers may be internal (within the B.C. Government and broader public sector) or external (public users).","A data consumer is an individual, team, or system that discovers, accesses, and uses data provided by others to support applications, services, analysis, or decision-making. Data consumers rely on clear metadata, quality assurances, and stable access mechanisms to confidently integrate and use data.",Yes,,Data,Draft Data Register Standard,,,,,,No,ADR,,e6b763eb-de12-4cf4-aa1b-a25ad51c5f0a,data-consumer,,string,
Data Custodian,"For the data assigned to them, data custodians provide oversight throughout its lifecycle; ensure intended users of the data are supported and trained appropriately; and the data meets the requirements of applicable laws, policies, and standards.","For the data assigned to them, data custodians provide oversight throughout its lifecycle; ensure intended users of the data are supported and trained appropriately; and the data meets the requirements of applicable laws, policies, and standards.",Yes,,Data Management,Data Management Policy,https://www2.gov.bc.ca/gov/content?id=706EBC0C26B146EBB8641813DB32946B,,,,https://www2.gov.bc.ca/gov/content?id=706EBC0C26B146EBB8641813DB32946B,Yes,Catalogue,,fac64871-82e4-4c6c-8e45-e94708586c55,data-custodian,,string,
Data Element,"The smallest identifiable unit of data with a defined meaning, typically represented as an attribute or field within a data model or dataset.","The smallest identifiable unit of data with a defined meaning, typically represented as an attribute or field within a data model or dataset.",Yes,,Data,Draft Data Register Standard,,,,,https://bcgov.sharepoint.com/:w:/r/teams/00108/Shared%20Documents/TM_ADR/POL%20Data%20Register%20Standard/Endorsements/Data%20Register%20Standard%20DRAFT.docx?d=w2902afec895d43408463adacd02decd3&csf=1&web=1&e=QEg5Tp,Yes,ADR,,61d8f98e-0495-446e-a724-c6222b366a98,data-element,publicBodyId,string,
Data Exchange,"A governed, repeatable transfer of data from a provider to a consumer under an approved legal basis.","A governed, repeatable transfer of data from a provider to a consumer under an approved legal basis.",Yes,SDX,Integration,API Program Services,,,,,https://dpdd.atlassian.net/wiki/spaces/POSM/pages/edit-v2/1389330560,Yes,APS,,722582cb-b494-4b1b-b8c2-3944edd1a5ed,data-exchange,,string,
Data Interoperability,"The ability for multiple systems to reliably exchange and understand data using standardized machine-readable formats, shared semantic definitions, and common technical protocols in alignment with applicable policies and standards.","The ability for multiple systems to reliably exchange and understand data using standardized machine-readable formats, shared semantic definitions, and common technical protocols in alignment with applicable policies and standards.",Yes,,Integration,Draft Data Register Standard,,,,,https://bcgov.sharepoint.com/:w:/r/teams/00108/Shared%20Documents/TM_ADR/POL%20Data%20Register%20Standard/Endorsements/Data%20Register%20Standard%20DRAFT.docx?d=w2902afec895d43408463adacd02decd3&csf=1&web=1&e=hdgfWq,No,ADR,,6133ed47-2a91-4e53-849d-b775fcf82aaa,data-interoperability,,string,
Data Minimization Rule,Restricts shared data to the minimum required for the purpose.,Restricts shared data to the minimum required for the purpose.,Yes,,Privacy and Security,API Program Services,,,,,https://dpdd.atlassian.net/wiki/spaces/POSM/pages/1389330560/APS+Terminology+Glossary+-+2026,Yes,APS,,1e71f1d0-79f4-4d1d-b1da-6cd97c1d6b12,data-minimization-rule,,string,
Data Provider,"Data Providers are members of Government Ministries, Crown Corporations and Broader Public Sector agencies who list data in the BCDC. Data Providers may hold one or more roles in the catalogue, e.g. Catalogue Editor.","A data provider is an individual, team, or organization responsible for creating, managing, governing, and sharing data for use by others. Data providers ensure that datasets are accurate, well-described, policy-compliant, and fit for reuse, and they define the conditions under which the data can be accessed and used (e.g., via APIs, data products, or exchanges).",Yes,,Data,Draft Data Register Standard,,,,,,No,ADR,,103ac7b2-3426-40ac-bd26-6e90d6eff7da,data-provider,,string,
Data Quality,"A measure of the data’s reliability, including its accuracy, completeness, timeliness, consistency, validity, uniqueness, and interoperability. ","A measure of the data’s reliability, including its accuracy, completeness, timeliness, consistency, validity, uniqueness, and interoperability. ",Yes,,Data Management,Data Management Policy,https://www2.gov.bc.ca/gov/content?id=706EBC0C26B146EBB8641813DB32946B,,,,https://www2.gov.bc.ca/gov/content?id=706EBC0C26B146EBB8641813DB32946B,Yes,ADR,,9fadb01e-fdd8-4c8f-82d8-2ba1ad6566dc,data-quality,96 out of 100,string,
Data Quality Assessment Framework,"Data Quality Assessment Framework defines standardized dimensions of data quality and associated measures for assessing the level of data quality. A measure may apply at the dataset, record, and/or attribute level.","Data Quality Assessment Framework defines standardized dimensions of data quality and associated measures for assessing the level of data quality. A measure may apply at the dataset, record, and/or attribute level.",Yes,,Data Management,Draft Data Quality Assessment Standard,,,,,https://bcgov.sharepoint.com/:w:/r/teams/00108/Shared%20Documents/TM_ADR/POL%20Data%20Quality%20Assessment%20Standard/Data%20Quality%20Assessment%20Standard%20LIVING%20DRAFT.docx?d=wf42c4603823f4db58cb5f3efa2b9c321&csf=1&web=1&e=8oQ9Mq,Yes,ADR,,e868d9f6-371e-4601-b2cb-baa0dcc539df,data-quality-assessment-framework,,string,
Data Quality Scorecard,"A Data Quality Scorecard is an instance or snapshot of a dataset’s data quality measures, as defined by the Data Quality Assessment Framework.","A Data Quality Scorecard is an instance or snapshot of a dataset’s data quality measures, as defined by the Data Quality Assessment Framework.",Yes,,Data Management,Draft Data Quality Assessment Standard,,,,,https://bcgov.sharepoint.com/:w:/r/teams/00108/Shared%20Documents/TM_ADR/POL%20Data%20Quality%20Assessment%20Standard/Data%20Quality%20Assessment%20Standard%20LIVING%20DRAFT.docx?d=wf42c4603823f4db58cb5f3efa2b9c321&csf=1&web=1&e=8oQ9Mq,Yes,ADR,,0d2898a9-b4bc-478f-9a0e-d9586aae479c,data-quality-scorecard,,string,
Data Register,"A set of data that contains Authoritative Data and follows a specific standard to ensure quality, interoperability, and data sharing. ","A set of data that contains Authoritative Data and follows a specific standard to ensure quality, interoperability, and data sharing. ",Yes,,Data Management,Data Management Policy,https://www2.gov.bc.ca/gov/content?id=706EBC0C26B146EBB8641813DB32946B,,,,https://www2.gov.bc.ca/gov/content?id=706EBC0C26B146EBB8641813DB32946B,Yes,ADR,,ab328591-774b-4789-90f6-4c533fcc1b16,data-register,,string,
Data Resource,"Data Resource (or Resource) for a Data Catalogue is a file containing actual data, uploaded to the Catalogue (e.g. CSV, xls, XML etc.); or relevant information in the Catalogue, describing how to obtain the actual data (e.g. API specification). A data resource is always relevant to a particular Dataset.","Data Resource (or Resource) for a Data Catalogue is a file containing actual data, uploaded to the Catalogue (e.g. CSV, xls, XML etc.); or relevant information in the Catalogue, describing how to obtain the actual data (e.g. API specification). A data resource is always relevant to a particular Dataset.",Yes,,Data,BC Data Catalogue,,,,,https://bcgov.sharepoint.com/:w:/r/teams/00108/Shared%20Documents/TM_DDS/Projects%20and%20Initiatives/2025-09%20Connected%20Services%20and%20Enhanced%20Catalogue/Business%20Analysis%20and%20Requirements/CITZ%20BCDC%20-%20Business%20Requirements%20Document%20-%20Draft%20v0.08%20(current).docx?d=wb7271ba34bec42a180b57e8d5bfe623b&csf=1&web=1&e=J9y3Z3,Yes,Catalogue,,c583cc43-5bf9-4feb-b9f0-a5658d414df8,data-resource,,string,
Data Sharing Agreement,"The Data Sharing Agreement (DSA) is a legal agreement defining the lawful basis, permitted use, retention, and custodianship for an exchange.","The Data Sharing Agreement (DSA) is a legal agreement defining the lawful basis, permitted use, retention, and custodianship for an exchange.",Yes,,Privacy and Security,API Program Services,,,,,https://dpdd.atlassian.net/wiki/spaces/POSM/pages/edit-v2/1389330560,Yes,APS,,7561a095-77d2-4aec-9b90-cc4cf3932305,data-sharing-agreement-dsa,,string,
Dataset,A Dataset refers to a description (of what the Dataset is about) + collection of metadata elements / attributes / objects + optionally Data Resource(s); where a metadata element / attribute / object is any one piece of relevant metadata for the Dataset.,"The structured collection of data for a defined topic, for example an entity, domain, or subject area. Dataset refers to the data, metadata about the dataset as well as optionally associated Data Resource/s",Yes,,Data,BC Data Catalogue,,,,,https://bcgov.sharepoint.com/:w:/r/teams/00108/Shared%20Documents/TM_DDS/Projects%20and%20Initiatives/2025-09%20Connected%20Services%20and%20Enhanced%20Catalogue/Business%20Analysis%20and%20Requirements/CITZ%20BCDC%20-%20Business%20Requirements%20Document%20-%20Draft%20v0.08%20(current).docx?d=wb7271ba34bec42a180b57e8d5bfe623b&csf=1&web=1&e=J9y3Z3,Yes,Catalogue,,03ce77f3-8e3e-4c6a-a8e0-275f530a3188,dataset,,string,
Delegated Intermediary,"A platform component that acts on behalf of a provider or consumer, such as a gateway or proxy.","A system, service, or platform component authorized to act between exchange participants to route, broker, enforce, or transform a data exchange on behalf of a provider or consumer.",Yes,,Integration,API Program Services,,,,,https://dpdd.atlassian.net/wiki/spaces/POSM/pages/edit-v2/1389330560,Yes,APS,,7fcb693a-da83-477c-9b15-194010c27ce7,delegated-intermediary,,string,
