Term,Original Definition,Published Definition,Publish to DevHub,Keywords,Type,Scope,Scope URL,Synonyms,Related Term,Business Context (level 1),Citations,Verified Definition,Team Source - Temp,Comments,StaticId,Name,Example,Schema Type,Schema Constraints,Breaking Change
Parcel Identifier,A nine-digit number that uniquely identifies a parcel in the land title register of British Columbia. The registrar assigns PID numbers to parcels for which a title is being entered in the computer register as a registered title. The Land Title Act refers to the PID as the permanent parcel identifier.,Parcel Identifier (PID) is a nine-digit number that uniquely identifies a parcel in the land title register of British Columbia. The registrar assigns PID numbers to parcels for which a title is being entered in the computer register as a registered title. The Land Title Act refers to the PID as the permanent parcel identifier.,Yes,,Business,Land Title and Survey Authority of British Columbia,https://ltsa.ca/property-owners/about-land-records/glossary/,,,People,https://ltsa.ca/property-owners/about-land-records/glossary/,Yes,ADR,,9927b997-f126-4338-817a-8d9a2279ce64,parcel-identifier-pid,009-123-456,string,
Peer-to-Peer Data Exchange,A data exchange model/pattern where trusted participants exchange data directly through mutually governed intermediaries.,A data exchange model/pattern where trusted participants exchange data directly through mutually governed intermediaries.,Yes,SDX,Integration,API Program Services,,,,,,No,APS,,de4a5cb6-7582-497a-9531-6a5768101249,peer-to-peer-data-exchange,,string,
Personal Health Number,"Each B.C. resident enrolled with the Medical Services Plan (MSP) is given a unique lifetime identifier for health care called a Personal Health Number (PHN). Your PHN remains the same, regardless of any changes to personal status, and can be found on your BC Services Card. ","Each B.C. resident enrolled with the Medical Services Plan (MSP) is given a unique lifetime identifier for health care called a Personal Health Number (PHN). Your PHN remains the same, regardless of any changes to personal status, and can be found on your BC Services Card. ",Yes,,Business,Medical Services Plan,https://www2.gov.bc.ca/gov/content?id=A24BB960F5234630BCB9DE847EEFD07B,,,Health,https://www2.gov.bc.ca/gov/content/health/health-drug-coverage/msp/bc-residents/personal-health-identification,Yes,ADR,This definition needs improvement as it is not currently worded as a definition.,f0d40a49-1c4f-4ce1-af37-710022213d9c,personal-health-number,9876543210,string,
Postal Code,The postal code of the individual's provided residential address.,The postal code of the individual's provided residential address.,Yes,,Business,BC Registries and Online Services,https://www2.gov.bc.ca/gov/content?id=68646C26E4C241B09B60AE892FEEA829,,,People,"https://bcgov.sharepoint.com/:w:/r/teams/00108/Shared%20Documents/TM_ADR/UC%20DATA/DATA%20IAS/BCSC%20documents/BC%20services%20card%20-%20data%20attribute%20it%20has%20-%20PIA.docx?d=w407a76177ed24f649134baaf73c3f5d3&csf=1&web=1&e=kOpEf9
https://www2.gov.bc.ca/gov/content/governments/organizational-structure/ministries-organizations/ministries/citizens-services/bc-registries-online-services",No,ADR,,41976083-4652-44ea-a2a9-51385ef9e651,postal-code,V8V 1X4,string,
Professional regulatory authorities,Professional regulatory authorities are government agencies or public organizations with authority delegated by law from the government. They provide oversight and certification to specified regulated occupations in B.C.,Professional regulatory authorities are government agencies or public organizations with authority delegated by law from the government. They provide oversight and certification to specified regulated occupations in B.C.,Yes,,Business,Government Structure,https://www2.gov.bc.ca/gov/content?id=F024503C72F64D8380441972977188D6,,,Government,https://www2.gov.bc.ca/gov/content/governments/organizational-structure/ministries-organizations,Yes,ADR,,2da8d854-731d-43e2-9aec-fa5f6ef89c70,professional-regulatory-authorities,,string,
Program Authority,The ministry or program that has the lawful basis to initiate or approve an exchange.,"The ministry, program area, or authorized business function that has the mandate or lawful basis to request, approve, or participate in a data exchange.",Yes,SDX,Privacy and Security,API Program Services,,,,,https://dpdd.atlassian.net/wiki/spaces/POSM/pages/1389330560/APS+Terminology+Glossary+-+2026,Yes,APS,,4d464b52-a0fa-473b-8461-662e6004b0db,program-authority,,string,
Property Transfer Tax,A tax paid when one purchases or gains an interest in property that is registered at the land title office. The provincial Ministry of Finance is responsible for administering the Property Transfer Tax (PTT). ,A tax paid when one purchases or gains an interest in property that is registered at the land title office. The provincial Ministry of Finance is responsible for administering the Property Transfer Tax (PTT). ,Yes,,Business,Land Title and Survey Authority of British Columbia,https://ltsa.ca/property-owners/about-land-records/glossary/,,,People,https://ltsa.ca/property-owners/about-land-records/glossary/,Yes,ADR,,664dd248-60c1-4db7-8b9e-b04004728197,property-transfer-tax,,string,
Province,The two-letter province code of an individual's provided residential address.,The two-letter province code of an individual's provided residential address.,Yes,,Business,BC Registries and Online Services,https://www2.gov.bc.ca/gov/content?id=68646C26E4C241B09B60AE892FEEA829,,,People,"https://bcgov.sharepoint.com/:w:/r/teams/00108/Shared%20Documents/TM_ADR/UC%20DATA/DATA%20IAS/BCSC%20documents/BC%20services%20card%20-%20data%20attribute%20it%20has%20-%20PIA.docx?d=w407a76177ed24f649134baaf73c3f5d3&csf=1&web=1&e=kOpEf9
https://www2.gov.bc.ca/gov/content/governments/organizational-structure/ministries-organizations/ministries/citizens-services/bc-registries-online-services",No,ADR,,748e1e27-316a-458a-a21c-0604c9c5886d,province,BC,string,
Public Body,,"A government-related organization or agency funded to deliver public services to citizens.  For example, a government ministry, central government agency, Crown corporation, or regulator.",Yes,,Business,Environment,,,,Nature,https://bcgov.sharepoint.com/:w:/r/teams/00108/Shared%20Documents/TM_ADR/UC%20DATA/DATA%20Public%20Bodies/Architecture/ADR-DataProvider_PublicBodies_Data%20Architecture_LIVING_DRAFT.docx?d=wcef46d3dc36e479797393b430a3164d8&csf=1&web=1&e=n26oDq,Yes,ADR,I improved the definition.,0e596bc1-8c35-41e0-a4b5-29d0705e8dfb,public-body,,string,
Public Body Type,It is the category of the public body as defined in public bodies definition.,The category of the public body defined in public bodies definition.,Yes,,Business,Environment,,,,Nature,https://bcgov.sharepoint.com/:w:/r/teams/00108/Shared%20Documents/TM_ADR/UC%20DATA/DATA%20Public%20Bodies/Architecture/ADR-DataProvider_PublicBodies_Data%20Architecture_LIVING_DRAFT.docx?d=wcef46d3dc36e479797393b430a3164d8&csf=1&web=1&e=n26oDq,Yes,ADR,This definition needs work.,cdc079e5-839a-42a2-a47d-dc8aa6bc095d,public-body-type,Ministry,string,
Rate Limit,"A way to restrict how many times a user, bot, or application can access an API in a given timeframe. Rate limiting is important for preventing malicious attacks.","A control that defines the maximum number of requests a user, application, or system may make to a service within a specified period.",Yes,,Operational,API Program Services,,,,,https://developer.gov.bc.ca/docs/default/component/aps-infra-platform-docs/reference/glossary/,Yes,APS,,6aaec3be-e4db-4105-b63f-ad4fc5d66aec,rate-limit,100 requests per minute,string,
Reference Data,"Data that is used to describe or classify other data (e.g., lists of disease types, gender codes, building materials, etc.) ","Data that is used to describe or classify other data (e.g., lists of disease types, gender codes, building materials, etc.) ",Yes,,Data,Draft Data Register Standard,,,,,https://bcgov.sharepoint.com/:w:/r/teams/00108/Shared%20Documents/TM_ADR/POL%20Data%20Register%20Standard/Endorsements/Data%20Register%20Standard%20DRAFT.docx?d=w2902afec895d43408463adacd02decd3&csf=1&web=1&e=QEg5Tp,Yes,ADR,,72a0f54d-6d36-447a-aede-8ad055dec205,reference-data,,string,
Registered Owner,"A registered owner is the person who owns an interest in land, either in terms of ownership of title in fee simple, or ownership of a charge. A registered owner is recorded in the land title register upon registration. ","A registered owner is the person who owns an interest in land, either in terms of ownership of title in fee simple, or ownership of a charge. A registered owner is recorded in the land title register upon registration. ",Yes,,Business,Land Title and Survey Authority of British Columbia,https://ltsa.ca/property-owners/about-land-records/glossary/,,,People,https://ltsa.ca/property-owners/about-land-records/glossary/,Yes,ADR,,446482a5-dc2c-4dac-86b7-b90c7650c997,registered-owner,,string,
Registrar,"An official keeper or recorder of records. The Registrar is a statutory decision maker under the Land Title Act, and an employee of the LTSA with a statutory responsibility under LOTA to refuse an application to register an interest in land if the transferee fails to submit a transparency declaration with the application and, in the event the transferee is a reporting body fails to submit a transparency report.","An official keeper or recorder of records. The Registrar is a statutory decision maker under the Land Title Act, and an employee of the LTSA with a statutory responsibility under LOTA to refuse an application to register an interest in land if the transferee fails to submit a transparency declaration with the application and, in the event the transferee is a reporting body fails to submit a transparency report.",Yes,,Business,Land Title and Survey Authority of British Columbia,https://ltsa.ca/property-owners/about-land-records/glossary/,,,People,https://ltsa.ca/property-owners/about-land-records/glossary/,Yes,ADR,,9a892ea4-b453-4199-9cfe-29ea05e722dd,registrar,,string,
Registration Number,The unique serial number assigned to each entry in the Land Title Register.,The unique serial number assigned to each entry in the Land Title Register.,Yes,,Business,Land Title and Survey Authority of British Columbia,https://ltsa.ca/property-owners/about-land-records/glossary/,,,People,https://ltsa.ca/property-owners/about-land-records/glossary/,Yes,ADR,,24edfde0-fa2d-488d-ab91-8552e2fc15ec,registration-number,CA1234567,string,
Residency,"Residency or ""Ordinarily resident"" in B.C. refers to the place where the applicant or recipient normally lives the regular routine of their day-to-day life. Indicators may include but are not limited to:•An established “place of residence” in B.C. Learn more by reviewing the support, shelter and special care page
•Residence of spouse, children, and other dependent family members in B.C.
•Legal and other documents indicating B.C. residence, such as utility bills
•B.C. driver's license or BC services card
•Registration of vehicles in B.C.
•Employment or business relationships in B.C.
•Links to community in B.C. through religious organizations, recreational and social clubs, unions, and professional organizations
•Life or health insurance policies in B.C., such as BC Medical Services Plan coverage
•Filing income tax returns as a B.C. resident
•Bank or other financial accounts with a home branch in B.C.
•Applying for government assistance, programs, and/or financial benefits in B.C.
•The frequency, length, purpose, and intention of stays within and outside of B.C.
Repeated instances of leaving BC, returning briefly, and then leaving again would most likely not be considered as ordinarily resident of B.C.. ","Residency or ""Ordinarily resident"" in B.C. refers to the place where the applicant or recipient normally lives the regular routine of their day-to-day life. Indicators may include but are not limited to:

•An established “place of residence” in B.C. Learn more by reviewing the support, shelter and special care page
•Residence of spouse, children, and other dependent family members in B.C.
•Legal and other documents indicating B.C. residence, such as utility bills
•B.C. driver's license or BC services card
•Registration of vehicles in B.C.
•Employment or business relationships in B.C.
•Links to community in B.C. through religious organizations, recreational and social clubs, unions, and professional organizations
•Life or health insurance policies in B.C., such as BC Medical Services Plan coverage
•Filing income tax returns as a B.C. resident
•Bank or other financial accounts with a home branch in B.C.
•Applying for government assistance, programs, and/or financial benefits in B.C.
•The frequency, length, purpose, and intention of stays within and outside of B.C.
Repeated instances of leaving BC, returning briefly, and then leaving again would most likely not be considered as ordinarily resident of B.C..",Yes,,Business,BC Employment and Assistance Policy,https://www2.gov.bc.ca/gov/content?id=6B67449511354E07BB90147783A8A2B5,,,Government,https://www2.gov.bc.ca/gov/content/governments/policies-for-government/bcea-policy-and-procedure-manual/application-and-intake/citizenship-requirements,Yes,ADR,,bba475a7-f153-439c-8063-16e1fb323bb2,residency,Ordinarily resident in British Columbia,string,
Resident,"A resident is a person who meets all of the following conditions:A citizen of Canada or lawfully admitted to Canada for permanent residenceMakes their home in B.C.Physically present in B.C. at least six months in a calendar yearEligible B.C. residents (citizens of Canada or persons who are lawfully admitted to Canada for permanent residence) who are outside B.C. for vacation purposes only, are allowed a total absence of up to seven months in a calendar year","A resident is a person who meets all of the following conditions:

A citizen of Canada or lawfully admitted to Canada for permanent residence

Makes their home in B.C.

Physically present in B.C. at least six months in a calendar year

Eligible B.C. residents (citizens of Canada or persons who are lawfully admitted to Canada for permanent residence) who are outside B.C. for vacation purposes only, are allowed a total absence of up to seven months in a calendar year",Yes,,Business,Medical Services Plan,https://www2.gov.bc.ca/gov/content?id=A24BB960F5234630BCB9DE847EEFD07B,,,Health,https://www2.gov.bc.ca/gov/content/health/health-drug-coverage/msp/bc-residents/eligibility-and-enrolment/are-you-eligible#dependents,Yes,ADR,,bb195bf0-b77c-4749-af98-10374de33640,resident,,string,
Scoping Details,The details that a user provides to initiate an SDX between a consumer and provider. Details that are required to match between consumer and provider to make that secure pathway (SDX) happen. Policy dictates and defines which scoping details to collect. ,"Information used to determine whether a data exchange is authorized, appropriately limited, and aligned with the intended purpose, participants, and policy requirements.",Yes,SDX,Privacy and Security,API Program Services,,,,,https://dpdd.atlassian.net/wiki/spaces/POSM/pages/1389330560/Updated+CS+Terminology+Language,Yes,APS,,50e1e3b5-3ceb-4a03-95c2-402e038478ed,scoping-details,,string,
Secure Data Exchange,"SDX as a capability/piece of functionality is the ability to move data securely and lawfully between parties. Includes technical patterns, governance, tooling and audit controls. ","Secure Data Exchange (SDX) is a capability/piece of functionality is the ability to move data securely and lawfully between parties. Includes technical patterns, governance, tooling and audit controls. ",Yes,SDX,Integration,API Program Services,,,,,https://dpdd.atlassian.net/wiki/spaces/POSM/pages/1389330560/APS+Glossary+-+2026,Yes,APS,,ebf3f5df-5589-40c9-8a1a-b4cc45b3f375,secure-data-exchange-sdx,,string,
Semantics,"Semantics refers to the standardized meaning of data - how terms, values, and relationships are defined so they can be interpreted consistently across different systems.","Semantics refers to the standardized meaning of data - how terms, values, and relationships are defined so they can be interpreted consistently across different systems.",Yes,,Data,Draft Data Register Standard,,,,,https://bcgov.sharepoint.com/:w:/r/teams/00108/Shared%20Documents/TM_ADR/POL%20Data%20Register%20Standard/Endorsements/Data%20Register%20Standard%20DRAFT.docx?d=w2902afec895d43408463adacd02decd3&csf=1&web=1&e=QEg5Tp,No,ADR,,45b1117f-9e8f-4273-a27b-b7d14862a565,semantics,,string,
Service,"A service represents an external upstream API or microservice consisting of a URL, which listens for incoming requests. ","A service represents an external upstream API or microservice consisting of a URL, which listens for incoming requests. ",Yes,,Technical,API Program Services,,,,,https://dpdd.atlassian.net/wiki/spaces/POSM/pages/1389330560/APS+Terminology+Glossary+-+2026,Yes,APS,,9a861f2f-4ec7-43fc-99bb-7430f87995bf,service,https://api.example.gov.bc.ca,string,"{""format"":""uri""}"
Sex,"Sex from the BCSC.	
The individual's documented sex recorded from valid identification.",The individual's documented sex recorded from valid identification.,Yes,,Business,BC Registries and Online Services,https://www2.gov.bc.ca/gov/content?id=68646C26E4C241B09B60AE892FEEA829,,,People,"https://bcgov.sharepoint.com/:w:/r/teams/00108/Shared%20Documents/TM_ADR/UC%20DATA/DATA%20IAS/BCSC%20documents/BC%20services%20card%20-%20data%20attribute%20it%20has%20-%20PIA.docx?d=w407a76177ed24f649134baaf73c3f5d3&csf=1&web=1&e=kOpEf9
https://www2.gov.bc.ca/gov/content/governments/organizational-structure/ministries-organizations/ministries/citizens-services/bc-registries-online-services",No,ADR,,fbdeede9-127d-4c85-8ddc-7d7a8dd3b651,sex,Female,string,
Source of Truth,"A centralized, authoritative location where an organization stores its most accurate, reliable and trusted data, ensuring consistent use of information for decisions, eliminating silos and discrepancies. 

A Source of Truth may be the same as the System of Record, however this may not always be the case. For example, valid authoritative copies of data from the System of Record are created and made available for specific purposes; in cases where the System of Record cannot be directly accessed for legal, technical, privacy or other reasons.","A centralized, authoritative location where an organization stores its most accurate, reliable and trusted data, ensuring consistent use of information for decisions, eliminating silos and discrepancies. 

A Source of Truth may be the same as the System of Record, however this may not always be the case. For example, valid authoritative copies of data from the System of Record are created and made available for specific purposes; in cases where the System of Record cannot be directly accessed for legal, technical, privacy or other reasons.",Yes,,Data,BC Data Catalogue,,,,,https://bcgov.sharepoint.com/:w:/r/teams/00108/Shared%20Documents/TM_DDS/Projects%20and%20Initiatives/2025-09%20Connected%20Services%20and%20Enhanced%20Catalogue/Business%20Analysis%20and%20Requirements/CITZ%20BCDC%20-%20Business%20Requirements%20Document%20-%20Draft%20v0.08%20(current).docx?d=wb7271ba34bec42a180b57e8d5bfe623b&csf=1&web=1&e=J9y3Z3,Yes,Catalogue,,ca228f09-b27d-4a7e-8101-733af5508779,source-of-truth,,string,
Spouse,"Unmarried couples are considered spouses if they meet either of the following criteria:
1) demonstrate qualities consistent with a marriage-like relationship while residing together for 12 consecutive months, or
2) if they declare that they are in a marriage-like relationship.
Married couples who can demonstrate they have separated are exempted from being considered spouses. 
Separated means that they have legally separated, in divorce 
proceedings, severed financial interdependence or social and familial interdependence, etc.
","Unmarried couples are considered spouses if they meet either of the following criteria:
1) demonstrate qualities consistent with a marriage-like relationship while residing together for 12 consecutive months, or
2) if they declare that they are in a marriage-like relationship.
Married couples who can demonstrate they have separated are exempted from being considered spouses. 
Separated means that they have legally separated, in divorce 
proceedings, severed financial interdependence or social and familial interdependence, etc.
",Yes,,Business,Income and Disability Assistance,https://www.myselfserve.gov.bc.ca/,,,Government,https://www.myselfserve.gov.bc.ca/,Yes,ADR,,21240249-56a6-46f8-92d4-83ea0b12d586,spouse,,string,
Spouse,A resident of B.C. who is married to or is living and cohabiting in a marriage-like relationship with the applicant.,A resident of B.C. who is married to or is living and cohabiting in a marriage-like relationship with the applicant.,Yes,,Business,Medical Services Plan,https://www2.gov.bc.ca/gov/content?id=A24BB960F5234630BCB9DE847EEFD07B,,,Health,https://www2.gov.bc.ca/gov/content/health/health-drug-coverage/msp/bc-residents/eligibility-and-enrolment/are-you-eligible#dependents,Yes,ADR,,0cd3330c-bcea-4bfc-bdd1-82fab972cb11,msp-spouse,,string,
Street Address,"Residential address from the BCSC.
The street address lines of an individual's provided residential address.",The street address lines of an individual's provided residential address.,Yes,,Business,BC Registries and Online Services,https://www2.gov.bc.ca/gov/content?id=68646C26E4C241B09B60AE892FEEA829,,,People,"https://bcgov.sharepoint.com/:w:/r/teams/00108/Shared%20Documents/TM_ADR/UC%20DATA/DATA%20IAS/BCSC%20documents/BC%20services%20card%20-%20data%20attribute%20it%20has%20-%20PIA.docx?d=w407a76177ed24f649134baaf73c3f5d3&csf=1&web=1&e=kOpEf9
https://www2.gov.bc.ca/gov/content/governments/organizational-structure/ministries-organizations/ministries/citizens-services/bc-registries-online-services",No,ADR,,63091aa9-de44-464a-b9a4-677239a25d9a,street-address,"1234 Government Street, Unit 5",string,
Surname,"Primary Documented Surname from the BCSC.
The individual's documented surname recorded from valid identification.",The individual's documented surname recorded from valid identification.,Yes,,Business,BC Registries and Online Services,https://www2.gov.bc.ca/gov/content?id=68646C26E4C241B09B60AE892FEEA829,,,People,"https://bcgov.sharepoint.com/:w:/r/teams/00108/Shared%20Documents/TM_ADR/UC%20DATA/DATA%20IAS/BCSC%20documents/BC%20services%20card%20-%20data%20attribute%20it%20has%20-%20PIA.docx?d=w407a76177ed24f649134baaf73c3f5d3&csf=1&web=1&e=kOpEf9
https://www2.gov.bc.ca/gov/content/governments/organizational-structure/ministries-organizations/ministries/citizens-services/bc-registries-online-services",No,ADR,,4748554c-0a48-45b8-b917-c594ae3838b7,surname,Example,string,
System of Record,"The authoritative source where data for a specific domain is created/collected, maintained, and shared. ","A System of Record (SoR) is the authoritative source where data for a specific domain is created/collected, maintained, and shared. ",Yes,,Data,Draft Data Register Standard,,,,,https://bcgov.sharepoint.com/:w:/r/teams/00108/Shared%20Documents/TM_ADR/POL%20Data%20Register%20Standard/Endorsements/Data%20Register%20Standard%20DRAFT.docx?d=w2902afec895d43408463adacd02decd3&csf=1&web=1&e=QEg5Tp,Yes,ADR,,b2c5967a-33ea-47a5-88e1-7d20ec7f0994,system-of-record,,string,
System of Reference,A system that consolidates and harmonizes data from multiple systems of record to provide a trusted reference for sharing data.,A System of Reference (SoRef) is a system that consolidates and harmonizes data from multiple systems of record to provide a trusted reference for sharing data.,Yes,,Data,Draft Data Register Standard,,,,,https://bcgov.sharepoint.com/:w:/r/teams/00108/Shared%20Documents/TM_ADR/POL%20Data%20Register%20Standard/Endorsements/Data%20Register%20Standard%20DRAFT.docx?d=w2902afec895d43408463adacd02decd3&csf=1&web=1&e=QEg5Tp,Yes,ADR,,1fd602bc-eeb2-45e3-b25a-871859edb11c,system-of-reference,,string,
Timeliness,The degree to which data represent reality from the required point in time. Includes currency (are the data up to date?) and latency (when was the data last updated?),The degree to which data represent reality from the required point in time. Includes currency (are the data up to date?) and latency (when was the data last updated?),Yes,,Data Management,Draft Data Quality Assessment Standard,,,,,https://bcgov.sharepoint.com/:w:/r/teams/00108/Shared%20Documents/TM_ADR/POL%20Data%20Quality%20Assessment%20Standard/Data%20Quality%20Assessment%20Standard%20LIVING%20DRAFT.docx?d=wf42c4603823f4db58cb5f3efa2b9c321&csf=1&web=1&e=8oQ9Mq,Yes,ADR,,dbf42901-c009-4dd1-a3a5-1b35b96a8e6a,timeliness,Updated within 24 hours,string,
Title,"Depending on the context in which it is used title means, on the one hand the right of ownership of land and, on the other, the instruments or evidence of such right. In the register, title to land evidences fee simple ownership of land in one or more Registered Owner(s). Also referred to as land title and indefeasible title. A title may also refer to the ownership of interests in land less than fee simple, such as a mortgage or easement.","Depending on the context in which it is used title means, on the one hand the right of ownership of land and, on the other, the instruments or evidence of such right. In the register, title to land evidences fee simple ownership of land in one or more Registered Owner(s). Also referred to as land title and indefeasible title. A title may also refer to the ownership of interests in land less than fee simple, such as a mortgage or easement.",Yes,,Business,Land Title and Survey Authority of British Columbia,https://ltsa.ca/property-owners/about-land-records/glossary/,,,People,https://ltsa.ca/property-owners/about-land-records/glossary/,Yes,ADR,,ee562ba5-e061-44b3-9986-459528b77ab5,title,,string,
Title Search,A record issued by the land title office setting out the particulars of a title to land generated from information contained in the register at a specific point in time.,A record issued by the land title office setting out the particulars of a title to land generated from information contained in the register at a specific point in time.,Yes,,Business,Land Title and Survey Authority of British Columbia,https://ltsa.ca/property-owners/about-land-records/glossary/,,,People,https://ltsa.ca/property-owners/about-land-records/glossary/,Yes,ADR,,41ca152f-7755-4250-9269-351b9cd03945,title-search,,string,
Transaction,"A single instance of an exchange, for example one API call or message delivery.","A single instance of an exchange, for example one API call or message delivery.",Yes,SDX,Integration,API Program Services,,,,,https://dpdd.atlassian.net/wiki/spaces/POSM/pages/1389330560/Updated+CS+Terminology+Language,Yes,APS,,c249f1f2-2d7c-4698-bcfc-bea85adad3ea,transaction,,string,
Transfer,"The voluntary act of a registered owner of an interest in land transferring that interest to another person, typically as a consequence of a sale or gift of the land to that person. The term includes a conveyance, a grant and an assignment. ","The voluntary act of a registered owner of an interest in land transferring that interest to another person, typically as a consequence of a sale or gift of the land to that person. The term includes a conveyance, a grant and an assignment. ",Yes,,Business,Land Title and Survey Authority of British Columbia,https://ltsa.ca/property-owners/about-land-records/glossary/,,,People,https://ltsa.ca/property-owners/about-land-records/glossary/,Yes,ADR,,7d1b54b7-1835-4754-8bea-53494a6eec2f,transfer,,string,
Transferee,"An individual or corporation to whom an interest in land is transferred. Includes a grantee, an assignee and a person entitled by transmission to be a registered owner of an interest in land.","An individual or corporation to whom an interest in land is transferred. Includes a grantee, an assignee and a person entitled by transmission to be a registered owner of an interest in land.",Yes,,Business,Land Title and Survey Authority of British Columbia,https://ltsa.ca/property-owners/about-land-records/glossary/,,,People,https://ltsa.ca/property-owners/about-land-records/glossary/,Yes,ADR,,8c25ff9a-09e9-441b-a236-243d40141d14,transferee,,string,
Transferor,An individual or corporation transferring an interest in land to another party.,An individual or corporation transferring an interest in land to another party.,Yes,,Business,Land Title and Survey Authority of British Columbia,https://ltsa.ca/property-owners/about-land-records/glossary/,,,People,https://ltsa.ca/property-owners/about-land-records/glossary/,Yes,ADR,,fba45266-f00a-4ceb-9b01-84a77f2d3c46,transferor,,string,
Transmission,"A change of ownership of land consequent on death, sale under execution, order of court or other act of law, or on any testamentary settlement or legal succession in the case of intestacy.","A change of ownership of land consequent on death, sale under execution, order of court or other act of law, or on any testamentary settlement or legal succession in the case of intestacy.",Yes,,Business,Land Title and Survey Authority of British Columbia,https://ltsa.ca/property-owners/about-land-records/glossary/,,,People,https://ltsa.ca/property-owners/about-land-records/glossary/,Yes,ADR,,5fe7c652-7a9b-439d-b783-d25b18548149,transmission,,string,
Transparency Declaration,"A declaration that is filed by each transferee together with an application to register an interest in land, stating whether the transferee is a reporting body, and, if the transferee is a reporting body, whether the reporting body is a relevant corporation, a trustee or a relevant trust, or a partner of a relevant partnership. Transparency declarations may also be filed at any time, independently of an application to register an interest in land to correct information contained in a previously filed transparency declaration.","A declaration that is filed by each transferee together with an application to register an interest in land, stating whether the transferee is a reporting body, and, if the transferee is a reporting body, whether the reporting body is a relevant corporation, a trustee or a relevant trust, or a partner of a relevant partnership. Transparency declarations may also be filed at any time, independently of an application to register an interest in land to correct information contained in a previously filed transparency declaration.",Yes,,Business,Land Title and Survey Authority of British Columbia,https://ltsa.ca/property-owners/about-land-records/glossary/,,,People,https://ltsa.ca/property-owners/about-land-records/glossary/,Yes,ADR,,a86eddf8-7c95-4641-9b92-e5faf8702655,transparency-declaration,,string,
Transparency Report,"A report that is filed with a transparency declaration on an application to register an interest in land, if the transferee is a reporting body. The transparency report contains information about the reporting body and its interest holder(s). ","A report that is filed with a transparency declaration on an application to register an interest in land, if the transferee is a reporting body. The transparency report contains information about the reporting body and its interest holder(s). ",Yes,,Business,Land Title and Survey Authority of British Columbia,https://ltsa.ca/property-owners/about-land-records/glossary/,,,People,https://ltsa.ca/property-owners/about-land-records/glossary/,Yes,ADR,,1ebfdeb3-f747-402d-ae50-d55d13894984,transparency-report,,string,
Trust Authority,"The governing body (Connected Services B.C.) that manages trust anchors, certificates, and federation governance.","The governing body (Connected Services B.C.) that manages trust anchors, certificates, and federation governance.",Yes,"Security,SDX",Privacy and Security,API Program Services,,,,,https://dpdd.atlassian.net/wiki/spaces/POSM/pages/1389330560/APS+Terminology+Glossary+-+2026,Yes,APS,,ef2e4ea5-3c0c-482b-b325-a2c0c96e91f9,trust-authority,,string,
Uniqueness,The degree to which there are no duplicate data.,The degree to which there are no duplicate data.,Yes,,Data Management,Draft Data Quality Assessment Standard,,,,,https://bcgov.sharepoint.com/:w:/r/teams/00108/Shared%20Documents/TM_ADR/POL%20Data%20Quality%20Assessment%20Standard/Data%20Quality%20Assessment%20Standard%20LIVING%20DRAFT.docx?d=wf42c4603823f4db58cb5f3efa2b9c321&csf=1&web=1&e=8oQ9Mq,Yes,ADR,,3e557afe-bfb5-4891-8a15-026836aaeae7,uniqueness,100.0,number,"{""minimum"":0,""maximum"":100}"
Universally Unique Identifier,A universally unique identifier (UUID) is a 128-bit label used for information in computer systems. The term globally unique identifier (GUID) is also used.,"A Universally Unique Identifier (UUID), also called a Globally Unique Identifier (GUID), is a 128‑bit number generated in a way that makes it effectively guaranteed to be unique across different systems and over time, without needing any central coordination.",Yes,,Technical,API Program Services,,,,,https://dpdd.atlassian.net/wiki/spaces/POSM/pages/1389330560/APS+Terminology+Glossary+-+2026,Yes,ADR,,63bc7e36-7f64-4b1c-9807-7b1fa074abbf,globally-unique-identifier-guid-universally-unique-identifier-uuid,550e8400-e29b-41d4-a716-446655440000,string,"{""format"":""uuid""}"
Validity,"The degree to which data conforms to its defined domain of values, including the rules for allowed formats, structures, acceptable ranges, and lists of permissible values.","The degree to which data conforms to its defined domain of values, including the rules for allowed formats, structures, acceptable ranges, and lists of permissible values.",Yes,,Data Management,Draft Data Quality Assessment Standard,,,,,https://bcgov.sharepoint.com/:w:/r/teams/00108/Shared%20Documents/TM_ADR/POL%20Data%20Quality%20Assessment%20Standard/Data%20Quality%20Assessment%20Standard%20LIVING%20DRAFT.docx?d=wf42c4603823f4db58cb5f3efa2b9c321&csf=1&web=1&e=8oQ9Mq,Yes,ADR,,18f73da4-bf76-46fc-b562-472abe3c30c3,validity,100% valid,string,
Verified Email,The email address provided by an individual that has been verified with email delivery once (Personal or Business).,The email address provided by an individual that has been verified with email delivery once (Personal or Business).,Yes,,Business,BC Registries and Online Services,https://www2.gov.bc.ca/gov/content?id=68646C26E4C241B09B60AE892FEEA829,,,People,"https://bcgov.sharepoint.com/:w:/r/teams/00108/Shared%20Documents/TM_ADR/UC%20DATA/DATA%20IAS/BCSC%20documents/BC%20services%20card%20-%20data%20attribute%20it%20has%20-%20PIA.docx?d=w407a76177ed24f649134baaf73c3f5d3&csf=1&web=1&e=kOpEf9
https://www2.gov.bc.ca/gov/content/governments/organizational-structure/ministries-organizations/ministries/citizens-services/bc-registries-online-services",No,ADR,,0aeb1e75-c084-4c76-afe1-5e2ed769a5ad,verified-email,alex@example.com,string,"{""format"":""email""}"
